"scenario","predictor","Block","BlockRho","True","FG","Model","Estimate","Bias","nobs","run_number"
"scenarioB","X_1","strong",0.6,0.4,0.195502307517869,"SSL",0,-0.4,200,1
"scenarioB","X_2","strong",0.6,-0.5,-0.550337743367133,"SSL",0,0.5,200,1
"scenarioB","X_3","weak",0.3,0.6,0.682959930496204,"SSL",0.498027921702004,-0.101972078297996,200,1
"scenarioB","X_4","weak",0.3,0.75,0.784323467355903,"SSL",0.592242184621277,-0.157757815378723,200,1
"scenarioB","X_5","indep",0,-0.8,-0.857340744085553,"SSL",-0.688374854021056,0.111625145978944,200,1
"scenarioB","X_6","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_7","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_8","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_9","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_10","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_11","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_12","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_13","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_14","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_15","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_16","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_17","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_18","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_19","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_20","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_21","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_22","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_23","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_24","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_25","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_26","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_27","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_28","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_29","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_30","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_31","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_32","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_33","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_34","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_35","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_36","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_37","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_38","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_39","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_40","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_41","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_42","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_43","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_44","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_45","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_46","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_47","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_48","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_49","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_50","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_51","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_52","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_53","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_54","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_55","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_56","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_57","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_58","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_59","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_60","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_61","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_62","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_63","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_64","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_65","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_66","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_67","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_68","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_69","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_70","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_71","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_72","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_73","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_74","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_75","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_76","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_77","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_78","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_79","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_80","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_81","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_82","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_83","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_84","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_85","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_86","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_87","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_88","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_89","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_90","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_91","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_92","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_93","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_94","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_95","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_96","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_97","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_98","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_99","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_100","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_101","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_102","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_103","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_104","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_105","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_106","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_107","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_108","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_109","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_110","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_111","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_112","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_113","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_114","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_115","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_116","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_117","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_118","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_119","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_120","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_121","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_122","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_123","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_124","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_125","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_126","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_127","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_128","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_129","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_130","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_131","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_132","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_133","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_134","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_135","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_136","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_137","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_138","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_139","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_140","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_141","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_142","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_143","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_144","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_145","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_146","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_147","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_148","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_149","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_150","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_151","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_152","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_153","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_154","indep",0,0,NA,"SSL",0,0,200,1
"scenarioB","X_155","weak",0.3,0,NA,"SSL",0,0,200,1
"scenarioB","X_156","weak",0.3,0,NA,"SSL",0,0,200,1
"scenarioB","X_157","weak",0.3,0,NA,"SSL",0,0,200,1
